district_name,vilname,schcd,schname,schmgt_desc,schmgt,schcat,rururb,schcat_desc,rururb,schtype,pincd,disthq,distcrc,estdyear,lowclass,highclass,ppsec_yn,ppstudent,ppteacher,workdays,schres_yn,resitype,schshi_yn,noinspect,visitscrc,visitsbrc,conti_r,conti_e,tlm_r,tlm_e,funds_e,funds_r,osrc_e,osrc_r,tchsan,tchpos,parapos,ntpos,medinstr1,medinstr2,medinstr3,medinstr4,supvar1,supvar2,supvar3,supvar4,supvar5,schmntcgrant_r,schmntcgrant_e,tle_r,tle_e,postaladdr,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email,website,parasanct_ele,tchsanct_sec,tchposn_sec,parasanct_sec,paraposn_sec,tchsanct_hsec,tchposn_hsec,parasanct_hsec,paraposn_hsec,tchregu_upr,tchpara_upr,tchpart_upr,tchsanct_pr,parasanct_pr,ntsanct_sec,ntposn_sec,ntsanct_hsec,ntposn_hsec,anganwadi_yn,anganwadi_stu,anganwadi_tch,latdeg,latmin,latsec,londeg,lonmin,lonsec,approachbyroad,yearrecog,yearupgrd,cwsnsch_yn,visitsrtcwsn,distp,distu,dists,disth,meds1,meds2,meds3,meds4,medh1,medh2,medh3,medh4,boardsec,boardhsec,yearrecogs,yearrecogh,yearupgrds,yearupgrdh,schresupr_yn,schressec_yn,schreshsec_yn,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchsec,tchhsec,tchnr_clstaught,tchcwsntrnd,tchdisable,tchregu,tchcont,tchpart
MAMIT,BAWNGVA,15010100501,BAWNGVA GOVT.  P/S,Department of Education,1,1,1,Primary,Rural,3,796441,18,18,1986,1,4,1,64,1,0,2,5,2,1,5,1,5680,5680,2195,2195,0,0,66400,66400,0,1,2,0,25,98,98,98,,,,,,8058,8058,0,0,,,,,,,8974559692,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,15,15,40,39,18,29,20,18,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,1,2,0
MAMIT,BAWNGVA,15010100502,BAWNGVA UPS,SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,18,18,2006,5,8,2,0,0,0,1,1,2,0,6,2,7560,7560,2500,2500,0,0,15200,15200,0,0,0,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9436788514,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2006,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,2,9,9,0,0,0,0,0,0,0,0,0,0,18,13,16,8,10,15,5,1,0,0,0,0,0,0,0,0,1,5,6,0,6,0,0,0,0,6,0,6,0
MAMIT,DARLAK,15010100601,DARLAK GOVT. P/S,Department of Education,1,1,1,Primary,Rural,3,796441,18,18,1982,1,4,1,10,1,0,2,5,2,0,5,3,5680,5680,2500,2500,0,0,37600,37600,0,1,3,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9436144583,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,3,7,27,25,25,27,24,22,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,4,1,3,0
MAMIT,DARLAK,15010100602,DARLAK GOVT. M/S,Department of Education,1,4,1,Upper Primary only,Rural,3,796441,18,18,1992,5,8,2,0,0,0,2,5,2,1,8,1,7560,7560,2500,2500,0,0,22800,22800,0,0,0,1,25,98,98,98,,,,,,8250,8250,0,0,,,,,,,8974965523,,,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1995,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,19,29,20,30,26,25,10,25,0,0,0,0,0,0,0,0,3,4,7,0,7,0,0,0,0,7,2,5,0
MAMIT,DARLAK,15010100603,DARLAK LEILET P/S,SSA                                                                        ,10,1,1,Primary,Rural,3,796441,18,18,2008,1,4,2,0,0,0,2,5,2,0,0,0,5680,5680,2500,2500,0,0,26000,26000,0,0,4,0,25,98,98,98,,,,,,8250,8250,0,0,,,,,,,8974668835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2008,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,17,15,15,17,14,12,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,0,0,0,4,0,4,0
MAMIT,DARLAK,15010100604,"EMMANUEL ENGLISH SCHOOL, DARLAK",Pvt. Unaided,5,2,1,Primary with Upper Primary,Rural,3,796441,18,18,2005,1,8,1,12,1,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,98,98,98,,,,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2005,2005,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,4,8,9,6,7,9,9,9,6,8,0,0,4,4,4,2,2,2,0,0,0,0,0,0,0,0,2,1,3,1,2,0,0,0,0,3,0,3,0
MAMIT,DARLAK,15010100606,DARLAK RMSA SECONDARY SCHOOL,No Response,9,8,1,Secondary Only,Rural,0,796441,,,2011,9,10,,,,,,,2,,,,,,,,,,,,0,0,0,0,98,98,98,98,,,,,,0,0,0,0,,,,9612297481,,,9862709750,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,54,6,92,25,13,1,0,,2,0,0,0,0,0,19,,,,,,,,2,5,2011,,,,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,14,5,0,0,0,0,2,6,8,0,0,8,0,0,0,8,0,8,0
MAMIT,NEW MAMIT,15010100702,MAMIT GOVT. P/S-IV,Department of Education,1,1,2,Primary,Urban,3,796441,0,0,1981,1,4,1,10,1,0,2,5,2,2,6,2,5680,5680,2500,2500,0,0,14900,14900,0,3,3,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9863371550,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,5,5,21,21,29,20,21,29,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,6,3,3,0
MAMIT,NEW MAMIT,15010100703,MAMIT GOVT. P/S-VI,Department of Education,1,1,2,Primary,Urban,3,796441,0,3,1997,1,4,2,0,0,0,2,5,2,1,4,2,5680,5680,2500,2500,0,0,12000,12000,0,1,6,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9402153849,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1997,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,29,21,23,22,24,25,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,0,0,0,0,0,7,1,6,0
MAMIT,NEW MAMIT,15010100707,AGAPE GOVT. M/S-IV,Department of Education,1,4,2,Upper Primary only,Urban,3,796441,0,0,1988,5,8,2,0,0,0,2,5,2,3,7,2,7560,7560,2500,2500,0,0,14000,14000,0,0,0,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9612695186,,,,,,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,19,27,19,27,15,24,28,16,0,0,0,0,0,0,0,0,8,2,10,0,10,0,0,0,0,10,5,5,0
MAMIT,NEW MAMIT,15010100708,NALZAWL P/S,SSA                                                                        ,10,1,1,Primary,Rural,3,796441,19,19,2003,1,4,2,0,0,0,2,5,2,0,0,0,5250,5250,2500,2500,0,0,47200,47200,0,0,3,0,25,98,98,98,,,,,,8250,8250,0,0,,,,,,,9612028648,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2003,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,37,37,21,17,17,20,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,3,0
MAMIT,NEW MAMIT,15010100709,NALZAWL UPS,SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,19,19,2005,5,8,2,0,0,0,2,5,2,0,6,1,7560,7560,2500,2500,0,0,14000,14000,0,0,0,0,25,98,98,98,,,,,,8250,8250,0,0,,,,,,,9436756300,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2005,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,12,7,7,2,6,5,4,4,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,6,0,6,0
MAMIT,NEW MAMIT,15010100710,NEW MAMIT UPS,SSA                                                                        ,10,4,2,Upper Primary only,Urban,1,796441,0,0,2008,6,8,2,0,0,0,1,4,2,0,0,0,7560,7560,2500,2500,0,0,32000,32000,0,0,0,1,25,98,98,98,,,,,,8250,8250,0,0,,,,9436351852,,,,,,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2008,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,7,0,0,0,0,0,0,0,0,0,5,4,9,0,9,0,0,0,0,9,1,8,0
MAMIT,NEW MAMIT,15010100712,NEW MAMIT RMSA SECONDARY SCHOOL,No Response,9,8,2,Secondary Only,Urban,0,796441,,,2011,9,10,2,0,0,,2,5,2,,,,,,,,,,,,0,0,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9862694742,,,,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,53,46,92,29,55,1,0,0,2,0,0,0,0,0,19,,,,,,,,2,5,2011,,0,,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,6,4,0,0,0,0,5,3,8,0,0,8,0,0,0,8,0,8,0
MAMIT,NEW MAMIT,15010100713,ST. FRANCIS OF ASSISI HIGH SCHOOL,No Response,9,8,2,Secondary Only,Urban,0,796441,,,2003,9,10,,,,,,,2,,,,,,,,,,,,0,0,0,0,98,98,98,98,,,,,,0,0,0,0,,0389,2565027,9612558663,,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,53,46,92,29,55,1,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,5,5,2009,,0,,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,13,10,0,0,0,0,2,2,4,0,0,4,0,0,0,4,0,4,0
MAMIT,PHAIZAU,15010100801,PHAIZAU GOVT. P/S,Department of Education,1,1,1,Primary,Rural,3,796441,10,10,1961,1,4,2,0,0,0,2,5,2,0,8,1,5680,5680,2500,2500,0,0,17600,17600,0,0,4,0,25,98,98,98,,,,,,8250,8250,0,0,,,,,,,9436144080,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1970,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,24,23,27,23,22,24,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,4,0,4,0
MAMIT,PHAIZAU,15010100802,PHAIZAU UPS,SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,10,10,2006,5,8,2,0,0,0,2,5,2,0,8,1,7560,7560,2500,2500,0,0,8000,8000,0,0,0,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9612433835,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2006,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,9,3,5,4,5,1,3,2,0,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,0,4,0,4,0
MAMIT,K. SARALI,15010100901,K. SARALI P/S,SSA                                                                        ,10,1,1,Primary,Rural,3,796441,40,10,2004,1,4,1,10,1,0,2,5,2,0,6,2,8250,8250,2500,2500,0,0,0,0,0,0,3,0,25,98,98,98,,,,,,7560,7560,0,0,,,,9402125084,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,0,0,0,1,2004,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,5,5,28,27,25,24,22,22,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,3,0
MAMIT,K. SARALI,15010100902,K. SARALI UPS,SSA                                                                        ,10,4,1,Upper Primary only,Rural,3,796441,40,10,2008,5,8,2,0,0,0,2,5,2,0,4,0,7560,7560,2500,2500,0,0,0,0,0,0,0,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9863282914,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2008,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,4,3,5,3,5,3,4,1,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,3,0
MAMIT,KAWRTHAH,15010101001,KAWRTHAH GOVT. P/S-I,Department of Education,1,1,1,Primary,Rural,3,796431,40,1,1935,1,4,1,24,1,0,2,5,2,6,4,2,5680,5680,2500,2500,0,0,0,0,0,1,4,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9862036813,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1950,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,23,22,23,24,22,22,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,5,1,4,0
MAMIT,KAWRTHAH,15010101002,KAWRTHAH GOVT. P/S-II,Department of Education,1,1,1,Primary,Rural,3,796471,40,40,1970,1,4,1,18,1,0,2,5,2,10,5,3,5680,5680,2500,2500,0,0,0,0,0,2,1,0,25,98,98,98,,,,,,8250,8250,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1970,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,8,10,25,26,28,27,20,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,2,1,0
MAMIT,KAWRTHAH,15010101003,KAWRTHAH GOVT. P/S-III,Department of Education,1,1,1,Primary,Rural,3,796431,26,1,1986,1,4,1,7,1,0,2,5,2,10,5,3,5370,5370,2445,2445,0,0,0,0,0,1,4,0,25,98,98,98,,,,,,8080,8080,0,0,,,,9863465167,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,5,2,19,20,19,23,20,19,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,0,0,0,0,0,5,1,4,0
MAMIT,KAWRTHAH,15010101004,KAWRTHAH GOVT. P/S-IV,Department of Education,1,1,1,Primary,Rural,3,796431,38,0,1993,1,4,1,37,1,0,2,5,2,0,5,0,7560,7560,2500,2500,0,0,0,0,0,1,2,0,25,98,98,98,,,,,,8250,8250,0,0,,,,9863850263,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1998,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,20,17,28,33,22,22,25,23,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,1,2,0
MAMIT,KAWRTHAH,15010101005,KAWRTHAH GOVT. M/S-I,Department of Education,1,4,1,Upper Primary only,Rural,3,796431,40,1,1946,5,8,2,0,0,0,2,5,2,2,7,2,790,7790,2450,2450,0,0,22400,22400,0,0,0,0,25,98,98,98,,,,,,8080,8080,0,0,,,,7308130269,,,,,,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1950,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,21,20,19,19,21,25,2,4,0,0,0,0,0,0,0,0,7,3,10,0,10,0,0,0,0,10,5,5,0
MAMIT,KAWRTHAH,15010101006,KAWRTHAH GOVT. M/S-II,Department of Education,1,4,1,Upper Primary only,Rural,3,796441,30,0,1987,5,8,2,0,0,0,2,5,2,3,10,3,7795,7795,2450,2450,0,0,0,0,0,0,0,1,25,98,98,98,,,,,,8080,8080,0,0,,,,9436144895,,,,,,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1990,0,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,0,0,0,0,0,0,0,0,0,0,19,26,30,24,27,22,4,11,0,0,0,0,0,0,0,0,4,6,10,0,10,0,0,0,0,10,6,4,0
MAMIT,KAWRTHAH,15010101007,"HALIDAY ENGLISH MEDIUM SCHOOL P/S, KAWRTHAH",Pvt. Aided,4,2,1,Primary with Upper Primary,Rural,3,796431,23,0,1996,1,8,1,15,1,0,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,19,98,98,98,,,,,,0,0,0,0,,,,9863423445,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1997,1997,2,0,0,0,0,0,,,,,,,,,5,5,,,,,9,9,9,8,7,10,9,9,9,7,7,9,10,8,7,9,6,6,5,3,3,0,0,0,0,0,0,0,0,2,3,5,2,3,0,0,0,0,5,5,0,0
